"text","user:screen_name"
"Honestly I’m thinking about deleting this account. I’m not very active on it anyway-","TheKawaiiMewtwo"
"RT @realDonaldTrump: John James, running as a Republican for the Senate from Michigan, is a spectacular young star of the future. We should…","BabeReflex_8"
"RT @realDonaldTrump: John James, running as a Republican for the Senate from Michigan, is a spectacular young star of the future. We should…","VoteforVic"
"RT @intoarianaslock: • Ariana Grande and Mac Miller lockscreen pack👼🏼
• rt if you want 
• MUST be following♡
they match ☁️ 
#ThankUNext htt…","tthankunexttt"
"RT @jinsfine: armʸʸʸ armʸʸʸ armʸʸʸ https://t.co/mpdHiQwYzn","meowsugakookie"
"I go through carts so quickly I can't afford this","CrystalCamachoo"
"RT @HobisHeartAttac: yall no fandom has ever welcomed me so OPENLY and has made me feel so happy about finding a new group than Dreamcatche…","yohane_rikoo"
"I didn’t put you in it. She did and you turn around and yell at me. WE almost broke up several times before over it… https://t.co/0eZPkfHJv7","CocoBitchy"
"RT @ebruenig: if you're cooking rice you can just dump a bag of frozen vegetables in there right after the rice is done cooking and leave i…","elijahsez"
"RT @CantStopLion: .@TheDemocrats @TheDemCoalition @ACLU Please tell me we have an army of lawyers at the ready.  This is ridiculous.  No st…","jambie61"
"RT @ronnyravegan: The right: you fucking pussy ass liberal Cucks
Also the right: hello police, mean lady throw chocy milk at me 😔","kkatiewest"
"RT @1_800HO: y’all still not doing coke??? grow up","flutebitch"
"RT @702Austin: when you agreed to go out and the time to go out is getting closer https://t.co/7ivzkxCaxA","CiCiz_Interlude"
"RT @SELEVOLUTION: This parallels hurt me 

#TheWalkingDead https://t.co/r4M7FKnqy4","annafcorona"
"RT @itsaustonpugh: Me in class taking a picture of the board that I know I will never look at again https://t.co/RcLVS3w48Y","JlMlNTATTOO"
"I liked a @YouTube video https://t.co/4qyKF0YeYR J. Cole - Things Change (ft. Omen)","BuzzCatty"
"@SkyNewsAust If paul whittaker has watched Outsiders he will know that Ross absolutely loves the Chinese &amp; China. H… https://t.co/rm0pKcsIKG","eyefloater1"
"@ljs_xxxx @theshrillest @HPbasketball Your 7 followers make it funnier.","Giveit2urMAMBA"
"After that, Team B went on to appear in the 2014 reality survival program Mix &amp; Match, which determined the final s… https://t.co/005pH0nqpl","kimdjinhwan"
"‘Tis the season to not judge how early I put up Christmas decorations and wear Christmas socks","kate_carlsonn"
"RT @fiyahlitmag: For those who have yet to read it, here is Troy's speech.  We will be threading it.  This is so major for us.  To our know…","TananariveDue"
"RT @gencanoo: yall ever miss your own energy? like damn what happend to me","Bobbiiteaa"
"RT @jminyam: 181103 #Siwon arrived at Hotel in Mexico 
cr. Carly Jewel #HolaSuperJunior https://t.co/2QMTqQn5KW","PatchareeSuju"
"RT @KhabirM: Really? Alright then.

Deactivate your Twitter account. https://t.co/42N1f8ldMu","putriiaqilahhh"
"RT @CNBC: $22,000 per night will get you this Shanghai luxury hotel suite https://t.co/J6qAr08gls","tradnews_"
"When the Spicy $5 box digest https://t.co/9cPjztYzvx","VitaminDarius"
"I need a break for myself","NiNabilIman"
"I FUCKING CANNOT 😭😭😇 https://t.co/T46YfJiZTO","domoordinario"
"RT @LilNasX: nobody: 

nigga who smokes weed on snapchat all day: i know they praying on my downfall","alexisa_o"
"Sometimes you have to separate yourself from those who trigger you in a negative way .","Royalbrazil_"
"RT @FactSoup: I wanted to text you but, I don't want to annoy you.","sallytan2002"
"My business partners https://t.co/raLeBJoiez","Rajasek62654227"
"RT @poetastrologers: Week of 11/4 in Libra: You are trying to help and you are helpful. What if you can’t wait to be a star but then it sta…","Monicathenebula"
"RT @thepaperword: NBC/WSJ poll have Dems at 7 point advantage. Interestingly, Dems are also winning the 65 and over age group. This is hope…","HMeer2011"
"RT @jkindy2: when your tweet gets 5 likes and 3 retweets https://t.co/45Npq3gaRS","GabiPetrus"
"RT @GaijinCommunity: Her nips might be able to cut through diamond but can Taki from #SoulCalibur cut it as a ninja? Find out in @GaijinGoo…","bugs_momo"
"RT @sammy_catfish: Call Don Lemon, He was right, he can show these White Supremacists on CNN 🤣🤣🤣 https://t.co/Onh3uw0utw","sammy_catfish"
"@swachhcoin @ImanFir99543354 @binance New SYMETRA analyzing and prediction platform generates Powerful signals! 

C… https://t.co/vSfkejrFy9","Laville65531697"
"RT @kaiteasley: yes the rumors are true i care about ariana grande more than any person in my life","leasshit"
"@Obey_Dumb you're gonna need an editor coughcough me.","aur6ra"
"RT @broadwaycom: ICYMI: @kaleyvoo to take over as Christine full-time in @PhantomBway! https://t.co/5ukvYNnQV3 https://t.co/58Gb63w9TH","DiChristine"
"RT @glimpsingsunset: when they said eunwoo is uncomfortable with the rest of ASTRO— bish where? https://t.co/z6IHy4zrTZ","goldeneunwoo"
"RT @Verociraptorr: In this universe, it's not a coincidence that I've met myself
#LOONA #GoWon https://t.co/BNyemPbqR2","fairychuus"
"RT @ShanLathurshan: Adra Melatha! Podra Vediya! Here arrives the #Sarkar 😎💪
#IthuNammaSARKARDiwali 
More Videos You Want
Follow On My Twitt…","ParameshSachin"
"It’s still not going to help y’all progress in life 😂😂😂","Gmiambaxoxo"
"What do y’all think? Should I drop this bitch “friend” https://t.co/lC8n2s10Z8","diegoperez01051"
"RT @jimin_tx: [ #TrendingFairyJimin ]

Jimin's Solo Vlive since April 24 has reached 100,374,897 visits and 2.4B Hearts!  🧚‍♂️ 👼 💛💛💛💛
#지민 #…","JanettSeaHeart"
"and Samuel...","Sloomlight"
"therapy is not forgiveness","rossfaulder"
"RT @suttonimpaQt: @queennefertitty Sigh 😂😂 https://t.co/xXCQUiA6FR","pushaSea"
"RT @x_ssofia: Wow im willing to put ur happiness before mine","mariaibarra99"
"@Chimmy_Cakes @jiminsmemories Y’all I hear sumn, d-did you say british 🤤","bangtancuti3s"
"RT @KristySwansonXO: These people are mentally deranged. Doing this in front of kids? Maybe that’s why the left youth are just as out of to…","DanielleR510"
"RT @gayluthxr: Oh fUCK CAN SHE BOSS ME AROUND LIKE THAT TOO https://t.co/bN5aCOxC53","domkatsbexana"
"RT @jenswildheart: its a yes from me https://t.co/FIAWSIOeVQ","bgItlexa"
"RT @darkswiIds: omg if you remember ariana dating jai brooks then youre a stan twt veteran bc even she doesn't remember 💀","akidfadlin"
"hell ya bro https://t.co/Tk6Bw1tgIl","MJaneCara"
"Geez @conorcronin4 https://t.co/0kCK9ruvvp","DiarmaidRyng"
"@FrenWasTooShort @jaden_balmer @YozeMight @artsyomni And yet he deleted his tweets to hide the evidence. Funny that.","MagcargoMan"
"RT @AlexisRenG: big shirt no bra is what i call relaxation","giselleguzman21"
"RT @TheCdnComedian: I just updated my website with Vistaprint Digital! Let me know what you think: https://t.co/hzA76eaNli @vistaprintweb #…","beakiraseo"
"RT @bretmanrock: November is really out here testing me...","__Vxchelle"
"@KarrottFC @AndyEdMLS People complaining about scheduling during NFL games when we just completed a quadruple header on a Sunday.....","TheRealRobbyT"
"Hey ask me something! https://t.co/n0nXKLgFQ6","SJISLIFE2"
"What is a more ghostly name","Petry_Maddie"
"One taught me love, one taught me patience, one taught me pain","cllucero3"
"RT @Tangme92: 181104 Double B whisper ❤️ #BI #Bobby #한빈 #바비 #iKON #iKONinSG #iKONCONTINUETOURinSG https://t.co/x9UxxRr4Y2","bbiading"
"Life's full of ups and downs.
That's why we need inspirations.","UTAmatic"
"RT @_Que7: No Negativity November keep that fuck shit away from me!","HippieWitDreads"
"his is a big event and thanks to  @myogiadityanath for getting Ayodhya and lord Ram what it deserves! #RamKiAyodhya","Santosh63689613"
"RT @FUNimation: @dragonballsuper Someone bringing negativity your way and you not tryna hear it https://t.co/2Rx0vtLVpY","HouseMartell2"
"RT @Aethrel: I don't go here but she's hot and I stan https://t.co/ZLXvd2gGKV","Cawmfy"
"RT @RottenTomatoes: After 8 years and 120 episodes, Rick Grimes leaves #TheWalkingDead tonight. https://t.co/VLciFSVErW","grxvtdane"
"RT @caloongi: I think we need to come to terms with the fact that if Lucas was American he would have probably been a magcon boy","raplinings"
"RT @Jokunle: Pass this one please https://t.co/z6K2D2hkWA","Sliembee"
"Opinion on tiny McCormick!? — I’ve never talked to her... https://t.co/tez8ZovtJp","_smithten"
"I’m not crying https://t.co/ri2IMhJjJ9","jackiexlyn_"
"RT @VijayFansTrends: #Sarkar (Tamil) Day 1, Bangalore City With 590+ Shows Creates ALL TIME Highest Single Version Release.

Top 3 
#Baahub…","Cj_Memes7"
"@MrsGraham1019 😂 this should be fun lmao","_LoveSharlene"
"RT @snake_flying: So guys there is this boss in #DELTARUNE... https://t.co/LzNpmCZUOT","LevDimityr"
"RT @scullyxf: the x files, a summary: https://t.co/prUUVB5wde","tiredvegetarian"
"@sammsongz Your snap","boobe52"
"@abukari Wink was supposed to be able to dial up different kinds of pressure. 

After the NO game, I’ve been really… https://t.co/Wa30G8BpEg","Mike_Champagne"
"WHAT WILL YOU SAY WHEN YOUR CHILD ASKS: ""MOM/DAD what are you doing to warn people of the soon coming tribulation period?""","JesusReturnSoon"
"isn’t it lovely?","sahai_sl"
"Happy birthday champ
@bryanadams ...
An absolute fan of him since my early teens..... https://t.co/sYYme9vcZv","bijoydebnath15"
"RT @MALTVEGAS: HD has been kind to us brotha https://t.co/QN7fOzsvVA","Scott_CEOofSUH"
"RT @_abshea: if someone as pure as Ariana Grande can get thru 22 people dying in a terrorist attack at her concert, her ex Mac‘s death, bei…","kenziericker"
"RT @LegendaryHassan: when you're mad at your girl but she still ask you for sex. https://t.co/o9J5RRhpdO","richhomiecee1"
"RT @JenKirkman: Men and Women! Stop 👏🏻 telling 👏🏻 women👏🏻 in 👏🏻their 👏🏻 forties 👏🏻 that 👏🏻 they 👏🏻look 👏🏻 like👏🏻 they’re 👏🏻 in 👏🏻 their 👏🏻…","bodybyanxiety"
"RT @Tony_Burke: If you love and care about Australian music consider this. Scott Morrison released a play list on Spotify today. 146 songs,…","maralinga1951"
"This is a just one example of the devastation our fellow Americans continue to live with after Hurricane Michael, a… https://t.co/Tm6XMb7nI9","ravenmagick"
"RT @MishalMalikPTI: Happy Birthday @Tahir3Samar 🎂 
May you have many more (Ameen) 

#HBD_SamarTahir","01bilu"
"RT @SMGEVENTS: FRIDAY! Sullivan King will be rockin the Sunshine Theater 🎸🤘🏼 

Tickets https://t.co/8EcLJocUfe #SMGEvents https://t.co/BmSf…","J_E_S_S_E__"
"love not eating all day only to consume all my calories at night in a binge eating fest","sammimeoww"
"RT @rasayshi: satu benda je nak cakap . once you are busy in improving yourself &amp; focus on your future , people will start terasa dengan yo…","Haidaziza"
"RT @Sipbathh: rt dm  #ยืมเมจforsex","f_a_e_n"
"RT @HarvMarksy: You can see Lee Probert’s face when he sees Gray take his shirt off thinking fuck sakes I don’t want to book him but I have…","MuzzledBlake"
"@Vikings29Beast *Drafts Aaron Rodgers once*","paulharrisNFL"
"RT @sureshpprabhu: Happy to announce the partnership between #WhatsApp and #StartupIndia to support businesses and startups across India th…","_amitm"
"RT @SallyBossMadam: Boss madam and Shell Namibia... join us at any of these Shell service stations and win many prizes with us🎉😎 #netso She…","KorneliusCox"
"RT @winsttonxavier: One of my Colleagues is an active JS member n he propogates the JS ideologies amongst his close friends.
I out of curio…","PK_Cult1"
"RT @petttyy_quotes: I want a boring ass friend who’ll just come to my house get in my bed and watch tv w/ me all day🤷🏽‍♀️🙄","belikedejaa"
"RT @bankingonkismet: Dimple 😍

#ALDUBNationGoingStrong 
#VMHammermanVsThrym https://t.co/KK5jRz8tgL","azgarlissa"
"@MagicJohnson find a way to get KCP out of a Lakers uniform. You’re paying him all that money for him to only contr… https://t.co/if6zNDO448","JuniorAguilar82"
"Ariana Grande really is slept on and has been for years","breeew007"
"RT @lexxxx_sanchez: Friend: stop running back to him 

Me: ok I’ll fly back to him https://t.co/IhnCeyPtme","rigoburrito_m"
"RT @1975BYLER: @rosebesos HAPPY BIRTHDAY","rosebesos"
"RT @aloeashley: My partner has taught me so much about love. That it grows. That it is patient and understanding. That it withstands the te…","the_Francisco_"
"RT @iAnkurSingh: Farmers are getting arrest warrants instead of loan waiver in Karnataka.

But you won't see any farmer's protest in Karnat…","Susri1210"
"RT @FourIocole: More like an incredible flex but ok https://t.co/c7oPwEF30E","viarakardashian"
"Artificial sweeteners may wreak havoc on your gut bacteria and an untold number of consequences on your health… https://t.co/P09Nt9edT7","PaleoMessenger"
"RT @AmazingPhil: I momentarily forgot it was Halloween so I got a bit of a fright when I went to the toilet at a pub and Dracula was stood…","shannia_maraj"
"RT @mahino123: Bro said “it’s your time to shine” 💀💀💀 https://t.co/abEF2ykWRv","cheeriolink2"
"RT @grayscaIepa: why is this the funniest thing i’ve ever seen https://t.co/4uEuQQcULH","ripperoIogist"
"RT @pinche_crystal: Forhead kisses are cute. Thanks","BrendaA25747044"
"RT @getongab: Gab will not be defined by the actions of one individual just as Twitter is not defined by the actions of one individual. htt…","GTFOaHERE"
"I'm just an afterthought?","Bot_Kurapika_"
"RT @absinthefather: hello REPUBLICANS...... don’t forget to vote NOVEMBER 7th!!!!!! this vote on 11/7 is so important please don’t give up…","synidarae"
"I don’t even mean to run across half the things I do. I’m forever minding my business and just peep. And I just got… https://t.co/fAhWwHTeuj","AlexisSparrow"
"RT @Mereshas: Thanks for the love 🙏❤️

Have over 200,000 monthly listeners for the 1st time! 👂

Listen on Spotify https://t.co/UNwEwUvVxF…","Radi0_Raheim"
"RT @ArRecruitingGuy: Athlete Kendarious Lewis (@50Dubz) had a 12 yard reception for a touchdown , 7 tackles , 1 force fumble , 1 fumble rec…","mallhayy"
"RT @SharylAttkisson: I'd never heard of you -- but thanks to SNL, I looked you up. Thank you for your service and your sacrifice. @DanCrens…","hargarita"
"@evolvingperi @ArvindKejriwal Lol what an absurd question. I raised question coz Kejriwal's tweets made it look lik… https://t.co/Nl9KidoGMH","snkesharia"
"She shit the floor then stepped in it Lmfao .. https://t.co/MU0jeo5K2V","themanbaby69"
"RT @teachergoals: Self-care is not selfish--students need a teacher that is rested and centered. Take some time to take care of yourself th…","ESOLSupervisor"
"RT @_ammmberr: I can’t stress this enough having a baby won’t hold you back from doing anything if anything it’ll encourage you to finish c…","NancyMejia_Liz"
"Sometimes you have to acknowledge you did the very best you could in circumstances that would push anyone to the br… https://t.co/omJ5pocaMy","Sir_JD"
"Hefajat : Then and now https://t.co/duHovD293t","titu_humayun"
"Why can’t muthafuckas do right?","BuddyNoLove"
"RT @808snCarShakess: Justin Bieber spent the day in the hood after his car broke down in LA. 
 https://t.co/0NYluFNtcO","IsabelSings1"
"@8d29fd5315c747b @LeoMellett @JamesOKeefeIII You can laugh and mock all you want; you clearly don't have enough sec… https://t.co/yeiY5zkB2u","Jarinjove"
"Unreleashed Drip, a playlist on #SoundCloud. https://t.co/X5fO2G6xiw","1EthanSacii"
"RT @CassTolliver: pinky promises are a real thing","brookelaffferty"
"RT @MakenaTerrell: I need another tattoo asap.","pg_deee"
"RT @leaahmarissa: Is this a date? Is that a date? Man ima tell y’all straight up like this. Wherever my man wanna take me....ISSA date.…","Deja_Lavon"
"@cadria04 @AndyGrewal They're as ignorant as their cult leader.","HappyinaMini"
"RT @Lupita_Nyongo: I’m on my way. https://t.co/aCSQk4IPRs","doreennsh"
"@ESPNNFL @espn @NFL Brady=GOAT, he has the rings,always a wolverine to me #GoBlue","BCB269"
"RT @jaboukie: how depressed are u on a scale of eye contact is uncomfortable to old ziploc bowl of dinner cereal next to your bed where the…","PssENVO"
"RT @JaneWWood: @RealJamesWoods I actually feel bad for some of these people.  Somebody set this up and encouraged or paid them to leave the…","usa_first2016"
"RT @HailStateFB: SQUAD ✌️👌🖐️ https://t.co/1WBwZ5fEwo","lahh_tedo"
"@sanjuku35638450 Reply me","waismihd0786"
"RT @GeniusDyche: Can’t suspend me if they can’t see me https://t.co/AcqitzKBU1","SirJamesGray"
"RT @kingzyphree: when i tell my friends i wanna die they say same or mood https://t.co/PHCOmBoLdP","Studmuffinhi"
"I Love You https://t.co/X3XUGl1DKq","sgrsoyeon"
"@flipkartsupport Ya but what about my Cedit card payment ? Should I pay with interest or without ?","iTirathBhinde"
"RT @HannahSchroyer: no one is skipping thanksgiving!!! 

here’s how it goes:
oct 1-oct 31 = HALLOWEEN 
nov 1- nov 21 = christmas
nov 22 = T…","TaylorKanfoush"
"RT @Detavian_: Everything gotta be 50/50","meaghanadams_"
"When you waiting for the plug to pull up https://t.co/awoPXx0tyD","Zigggy_804"
"RT @Stop_Trump20: Get your tiny hands off of it 😂😂😂 https://t.co/FW3oMLigwe","Otoman0100"
"@KrisJenner Follow me Mumma K !!!","Aussie_Kardash"
"RT @leavethectiy: i mf love you https://t.co/RfqKvD37YE","lvstvaddbwwmpm"
"bitch you gonna break his face get the- https://t.co/YiCYQUQTxc","cherrylambo"
"Every season. https://t.co/o2mwUu8WOA","texpoops"
"@womanfeeds Dd cream!!!","stressfiul"
"RT @ChrisPappasNH: I stopped in Hampton this afternoon to thank volunteers and supporters for their dedication and hard work in the final d…","jbraughton2018"
"RT @overated_owl: Does it depress anybody else than instead of kids saying they grew up with Spider-Man TAS or Spectacular Spider-Man they’…","james_product"
"What a profound and realistic #thought 🙋‍♀️ https://t.co/7ZKpLuZ8ZC","DhongdeSupriya"
"What a week... serving GOD and His people is quite rewarding especially when you opporate in calling and purpose...#Humbling #GloryBeToGOD","Mov_WovMinistry"
"gn stream callin","junheessmile"
"Open Parachute:  Julian Assange’s mother appeals for her son’s freedom  https://t.co/ddJqFo5pbD","SciSeekFeed"
"RT @joeysofficial: I’ve watched this video about 20 times now and it has made me smile more each time 🤗 https://t.co/YkotdVmFov","zoemidyett"
"RT @shahbazmajeed: Glenshee #Scotland

The first snow of the season captured last weekend during our flight over Glenshee... It was bitterl…","AmbleSnap"
"I can see the seasonal depression has kicked in for a few of you","lovealwayssnia"
"RT @danielmarven: He was a broke guy🙌he ddnt have no car ,no money🙌here comes a woman with the brains🙌build his man up and all of sudden he…","OnsongoOnditi"
"RT @bbyobo: this is the warmest thing ive seen this entire week https://t.co/ISpHD4m59H","shookiegyus"
"RT @connxrbradshaw: trans person: hey it would be be cool if i didn’t struggle daily and i could stop being oppr-

literally any local: why…","catkinng"
"@MySportsUpdate Yup and let’s keep in mind Kaep still doesn’t have a job","Ded_White26"
"Cast Trunnion Ball Valve WCB 8'' 150LB Bare Stem
Sales4@didtek.com https://t.co/jAFhFxixWb","Sales4Jason"
"Me on November 1st https://t.co/IJLl24TgXc","stevenbryant723"
"CRISTIANO RONALDO’S CAREER IN PICTURES: https://t.co/qTBTjqGMpK","Life_athIete"
"I’m bored someone talk to me","aflores___"
"RT @itsaustonpugh: Me in class taking a picture of the board that I know I will never look at again https://t.co/RcLVS3w48Y","monoflwr_"
"@ali_west Those shoes!","nismo267"
"RT @realDonaldTrump: John James, running as a Republican for the Senate from Michigan, is a spectacular young star of the future. We should…","DeeperThanTime"
"#TheWalkingDead we don’t die https://t.co/HSrcFzGY5i","DebbyCastiyo"
"I can’t take sevyn court with me bc I have to work right after . aww 😔","moneyyboo"
"@Eva_Tramell_ I think your Cute.","stephencrumley7"
"RT @_inmar: @BrianTooTurnt i thought frank ocean was a white dude","BrianTooTurnt"
"New post (Georgia GOP candidate uses office to probe rival) has been published on Breaking News -… https://t.co/FvTWK93gnu","BreakingNewsHom"
"RT @KxngGio_: See how fast karma works https://t.co/UPOvcrQIqq","luthovranlis"
"Ima bless my next shorty when it’s time💯","CalebSiler21"
"RT @StormHuntley: I don’t think I drew breath once watching this ... 
https://t.co/YzGg4gLIkG","Cathare111"
"RT @alyssemazakian: I found a tiny denim jacket at goodwill https://t.co/xRpr0ZEX8Q","nerdyxdolly"
"points were made https://t.co/x0A7H9Uz6Z","orbitwonho"
"LET. ME. MOVE. MY. BANG. https://t.co/DRtWF1NEu4","httpmensa"
"RT @jakematthewlist: Don’t let their beautiful words distract you from their ugly actions","zoe_michelle129"
"RT @kerpen: Remember when you vote on Tuesday.
 https://t.co/OKtK6wOM35","OhRick"
"@GwenStacy2014 You know what, I think Sony and MCU are kind of related to each other. Because they only care about money","The_Spid3r"
"@midget_hi You get such messages?!? 😂😂😂","half_hope"
"RT @OkigboXL: Let me EVER say something funny to a girl and I find out her laugh sounds like a dental drill. https://t.co/xdzzVFLnyB","thatguyovrther"
"Ugghhh","sirennnitaa1"
"RT @jerkmvch: are you liking my tweets bc you wanna fuck or bc i’m stupid","Devon_Chambers_"
"RT @Sarahh_Lew: When Forrest Gump said “one day it started raining, and it didn’t quit for four months”

I felt that","katrinaejohnson"
"@rlchae S u too","secqhun"
"RT @Rainbow_Whisper: Soros does NOT care what happens to America!
He wants to destroy it before his term on earth.
He has nothing to lose b…","jnewman7"
"RT @ANJEL5000: New #Q ..... LOVE IT :) 

A great 6000th Tweet. Shout out to all Patriots, Anons, &amp; LightWarriors, couldn't do this without…","freedom1foru"
"RT @mc9xx: This year has changed me more than I ever thought it would.","ElleyValdez"
"@MicaleBOS Unorthodox boast, but do proceed","NumbLouie"
"RT @ImNoRoleModel: Is this a collard green sandwich? Are we living in hell? https://t.co/IGPhqAdPnw","TQ_iBall24"
"@itstarekali Mmkay you know the heart break was real when I had to pull out the Jazmine Sullivan 😂","_Zone6ix"
"RT @EuropaLeague: Álvaro Morata's first double this season helps unbeaten Chelsea go second in the Premier League. 💪👌

#UEL https://t.co/2d…","AshAvril"
"@jiimpout relatable,, my conversations are so dry honestly","alwaysgcf"
"stfu bitch i’m still shook that juan gabriel was my fucking tio lIKE FUCKING BLOOD RELATED TYPE","mywaylyrics"
"RT @cafe_army: Supreme boi posted a clip of Joon’s recent live when he talked about how he went into supreme boi’s open studio room and had…","happyjiminie"
"@ItsPoeticStyle be doing it mannnn 😫🙌🏽 #ShutUpTruth","camz_baby"
"RT @Raniaxshaker: may the last two months of 2018 be filled with pleasant plot twists, spontaneous fun, and good vibes.","_xshud"
"RT @imajsaclaimant: A double-decker bus has completed its transformation into a refuge for Bristol’s homeless - thanks to the hard work of…","R4Shearer"
"i got hoooooooeeeeesssss, callllliiiiiiiiiiinnnnnn 😈","xeanr_"
"RT @1RealMir: I’m the ex you never have to worry about again I won’t even speak to you in public 😂","SantanaGilber11"
"RT @SummerWalk_9596: 181104 IDEAL CUT THE FINAL SCENE  #원우 #세븐틴 #SEVENTEEN #WONWOO @pledis_17
 
💜✨💜✨💜✨ https://t.co/59Tm9ChdVl","lightS_coups"
"RT @_shutupmeg: When you find a dog at a party: https://t.co/MtasFVPOSR","lilpeachy22"
"RT @Chris_Joey_: @pettyblackgirI Thank you, next","Water_Flowz"
"Fortnite Squads | Team Spartan | Livestream: https://t.co/zo2jKIKwBT via @YouTube","TrulyPopJ"
"RT @discordapp: @NPKNBoy Anyone under the age of 13 cannot use Discord per our Terms of Service. If a server owner is aware and ignores it,…","grayowI"
"RT @ASlavitt: If you’ve never been very sick, when you are, you will want laws that protect you, not insurance companies. 

The ACA outlawe…","dearnapst"
"RT @BeyondMeat: In case you missed it... there are now 25,000 ways to get your hand on a Beyond Burger. 

https://t.co/TZ9OUcGbjH","DamianRinaldi"
"@Mma_Kamohelo @s_mpunzana @Rudolph_mphephu @SA_Zwelethu @tito_mboweni Not all the time. Some follow better offers.","LuzukoMngqibisa"
"RT @kambriella920: I wish I was better at talking about how I feel","oliviabaldizan"
"@Hann_Ledsome be a trend setter!","norahborealis_"
"RT @JRonneberg: Marit was a close friend of Sydney’s, my daughter. She was an amazing kid! However you are able - provide a donation, volun…","AaronCasper233"
"Yesssss I got one of the Solo mystery pins and got what I wanted! 😄 #StarWars #Disneyland https://t.co/MJSAp7j204","michelledeidre"
"#Vote so that we can better New Mexico instead of bringing it down","SunshineSha13"
"RT @_803finest: You support me, I support u","kodakkellzzz"
"RT @lizwahl: Looks like Russian trolls are busy trying to spread disinformation to discredit Mueller. The far-right and @seanhannity are en…","CuntTheRedeemer"
"RT @danzellcapers94: when @TomMisch said “she told me at the baseline” and then the actual bass comes in https://t.co/wHaVNAeb4y","zara_alnayem"
"RT @WDWNT: Twinkle bushes outside of Hollywood Studios https://t.co/G85jSmY2lY","Bridget_Duignan"
"Yea i beat it already lol https://t.co/UsRXkhxdGm","sungodpxllz"
"""Oi, tch.. you such a bastard."" #AyatoBot","xRedVampire"
"RT @AFer_JenTOP: TOP's fans donated 1,104,000 KRW to Yongsan Welfare Foundation in celebration of the BIGBANG member's birthday. the founda…","aizapartygirl"
"RT @IAmOnlyWhoIAm: 181104 IZ*ONE fansign
Q: Saku-chan, Maru vs Irene, who do you love more?
1. Maru (She remarked as family)
2. Irene (She…","Cherrys39_"
"RT @Nachoooo_Libre: Save me a piece of that corn! https://t.co/lqNqAT5apv","tereeee_77"
"RT @seaairraw_: I’m a young mom, but a damn good mom.","arii_xoxxo"
"RT @BTSinformations: 2018 MBC PLUS X genie music AWARDS
18.11.06 
05:00 ~ 07:00 KST - MGA Red Carpet
07:00 ~ 10:30 KST - MGA show starts

B…","theymademyday"
"RT @annejumps: @HadleyFreeman @glosswitch @sarahditum I must say, in the US it is fairly eerie to see my liberal friends talk about the imp…","Youretheworst2"
"RT @ReaganBattalion: Dan Crenshaw was nearly blinded in 2012 when he was hit by an IED blast in Afghanistan's Helmand province, where he wa…","rookie1937"
"Agreed one thousand percent!! #ChiefsKingdom https://t.co/RAupfqgZyo","ChiefsFan8788"
"RT @ArianaGrande: thank u ♡ for hearing me and for making me feel so not alone 🖤 i truly am grateful. no matter how painful! i’m thankful a…","cikinugget"
"RT @jennifermerr: you ever get so drunk you start walking in cursive","SmithsonAldrin"
"RT @WhatTheFFacts: The doctor who claimed there was a link between autism and vaccines, lost his medical license for creating fraudulent da…","BraxtonLubenow"
"RT @parashah91: Announcing Cineamante's first screening, Amour. An Oscar, Cannes and Golden Globes winning French film.The show is on 27th…","bhattpratik"
"@Not_Fade__Away @kylegriffin1 Former mayor of New York","seanmack1025"
"@davidhogg111 That's exactly why I voted against the leftist agenda and its advocates.","SammyAdams1230"
"RT @rayofmeg: What you looking at 👀
@BTS_twt
 https://t.co/t9M8DyyOzl","mylittllestar"
"I’ve been depressed majority of my life &amp; I fckn hate it","bigballer_ricky"
"@agrainne24 I know. I cried. 😭😭😭❤️💔","AngieVonAsgard"
"RT @AnukoYap: Let me present you Anuko as fursuit ! Received the 24 Febuary 2018 !

✏️@Felinar_MrLemur 
✂️Zeadsuit ( https://t.co/ezVLyXliI…","KuraHyena"
"RT @kaiboogie11: If I ever told you “I got you” I got you don’t let your faith down on me","_sophilla_"
"RT @christofebert: Agile for critical systems? Yes it works, and here are some guidelines. Watch our latest video @YouTube with experiences…","VectorVCS"
"@Alex49438123 I’ll be streaming in about 6-7 hours","TheTwistedJedi"
"I'm a fucking savage 😈 https://t.co/Udd6kUOm1S","iwatchyouBURN"
"RT @sprinkleofjesus: Even in the midst of struggle keep working, God is shifting favor in your life.","Lindsey21Lange"
"RT @kristyn__: Hey y'all retweet this and help me find a kidney donor please https://t.co/8Ify6vauBQ","diacherry901"
"RT @tonyschwartz: I'm not going to lie. I'm having nightmares that we're going to experience the same trauma of Trump 2016 all over again.…","jfalbanese"
"RT @RidiculousDak: My gut feeling: Don’t do it 
Me: Uhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh…","sonny123__"
"I’m just trynna shower one of y’all with love","carmoreno_90"
"I love being at home. In my bed. Minding my own business.","kieejayy_"
"RT @eternallyuta_: A 90 year old Mickey sunbaenim really did that 😂🤧 https://t.co/AgF4lFpaB0","oohglorywu"
"RT @dog_rates: Meet Oggie and Opal. Oggie nibbles when he’s nervous, and he gets nervous on car rides. Opal never agreed to this. Both 13/1…","pearlinasuit"
"RT @melliebibs: Me:
*looking in the mirror while crying*
*poses with peace sign*","ericuhalterr"
